web-scraper-order,web-scraper-start-url,title,date,time,type,inPerson,link
1684188221-77,https://build.microsoft.com/en-US/sessions,What’s new in C# 12 and beyond,"Tuesday, May 23
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/7bdbc522-10ed-4114-a0f1-afd45acbf7ee?source=sessions
1684188221-78,https://build.microsoft.com/en-US/sessions,Building the supercomputer to unleash AI innovation at cloud scale,"Tuesday, May 23
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/74655a25-2b5f-41fe-ac01-bddaf4dd87a3?source=sessions
1684188221-79,https://build.microsoft.com/en-US/sessions,Get full-stack visibility into your Azure environment in minutes,"Tuesday, May 23
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/e0aba785-98b6-4645-90c4-d6ba41fc7296?source=sessions
1684188221-80,https://build.microsoft.com/en-US/sessions,HTTP Load Balancing with NGINXaaS for Azure – Azure Native ISV Service,"Tuesday, May 23
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/081b9a33-a5b5-456c-8e0d-1707e30fea16?source=sessions
1684188221-81,https://build.microsoft.com/en-US/sessions,Learn Live: Customize the command bar in Microsoft Power Apps,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time",5:45 PM - 6:45 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/0040f3da-4903-44fd-bb5a-283eb9653b27?source=sessions
1684188221-82,https://build.microsoft.com/en-US/sessions,"Modernize your applications on Azure SQL Managed Instance, Q&A","Tuesday, May 23
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/9ac9e7cd-e615-4a72-afc0-ac01f957c91e?source=sessions
1684188221-83,https://build.microsoft.com/en-US/sessions,OpenFL (Federated Learning) Building better AI models with private data,"Tuesday, May 23
5:45 PM - 6:15 PM Eastern Daylight Time",5:45 PM - 6:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/be9e0990-58f4-4924-b44b-2a29e09eb36a?source=sessions
1684188221-84,https://build.microsoft.com/en-US/sessions,"Take your .NET apps to the cloud with Microsoft Azure, Q&A","Tuesday, May 23
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/1762d05a-a8de-42c3-8097-218a4a30e69f?source=sessions
1684188221-85,https://build.microsoft.com/en-US/sessions,"The Old New Thing with Raymond Chen, Q&A","Tuesday, May 23
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/5b177ba5-b7f8-4346-a61e-974a63aaa63e?source=sessions
1684188221-86,https://build.microsoft.com/en-US/sessions,Engineering reliable AI systems at scale,"Tuesday, May 23
5:45 PM - 6:30 PM Eastern Daylight Time
Limited space",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/d9af0a09-9967-47d2-b77d-7f283b149758?source=sessions
1684188221-87,https://build.microsoft.com/en-US/sessions,Build foundation models using Azure Container for PyTorch and Azure ML,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/60011754-eaff-4208-b974-79c8dc08d6d2?source=sessions
1684188221-88,https://build.microsoft.com/en-US/sessions,Deploy a Quarkus application to Azure Container Apps,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/4cd4a84d-014c-4f27-89f5-9a3252f85009?source=sessions
1684188221-89,https://build.microsoft.com/en-US/sessions,From web services to Teams apps using Teams Toolkit v5.0,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/e5152be8-46ae-4b51-8c18-6b01416cb261?source=sessions
1684188221-90,https://build.microsoft.com/en-US/sessions,Modernize with .NET on Azure App Service,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/512932f1-141a-4bc9-a6d4-7723959f6a49?source=sessions
1684188221-91,https://build.microsoft.com/en-US/sessions,Automatic scaling for Azure App Service web apps,"Tuesday, May 23
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/84f431f8-cfa8-421e-90cb-23c20b684c93?source=sessions
1684188221-92,https://build.microsoft.com/en-US/sessions,Five tips to increase your productivity in Visual Studio,"Tuesday, May 23
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/8246f50f-0269-46aa-b6bc-09d5e5e10ace?source=sessions
1684188221-93,https://build.microsoft.com/en-US/sessions,Build IoT solutions with MQTT in Azure Event Grid,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/7b3a0fb2-45f4-43e0-ae43-32e33fee6ca3?source=sessions
1684188221-94,https://build.microsoft.com/en-US/sessions,What's next for Azure landing zones?,"Tuesday, May 23
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/59a26c47-912a-4a68-9c80-73d0e6255a43?source=sessions
1684188221-95,https://build.microsoft.com/en-US/sessions,Build Intelligent Microservices with Azure Container Apps,"Tuesday, May 23
6:00 PM - 6:15 PM Eastern Daylight Time",6:00 PM - 6:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/9483298a-93f9-4bbc-a9ea-1bfe986c6e4b?source=sessions
1684188221-96,https://build.microsoft.com/en-US/sessions,Securely test and debug your web apps and webhooks with Dev Tunnels,"Tuesday, May 23
6:00 PM - 6:15 PM Eastern Daylight Time",6:00 PM - 6:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/23cd75b9-a256-446c-aace-4dd2405be944?source=sessions
1684188221-97,https://build.microsoft.com/en-US/sessions,Adobe + Microsoft: Modern Productivity,"Tuesday, May 23
6:15 PM - 6:30 PM Eastern Daylight Time",6:15 PM - 6:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/7d3c95a0-636b-4ea5-94e2-3245096743fb?source=sessions
1684188221-98,https://build.microsoft.com/en-US/sessions,My Security Device does Automation?,"Tuesday, May 23
6:15 PM - 6:30 PM Eastern Daylight Time",6:15 PM - 6:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/a20fce23-bb1a-495c-8e2a-769178820563?source=sessions
1684188221-99,https://build.microsoft.com/en-US/sessions,AMD + Azure: Outstanding performance and the latest security features,"Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/817a8741-2366-4d4d-9939-2289943cbc1f?source=sessions
1684188221-100,https://build.microsoft.com/en-US/sessions,Analytics in the Age of AI,"Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/852ccf38-b07d-4ddc-a9fe-2e57bdaeb613?source=sessions
1684188221-101,https://build.microsoft.com/en-US/sessions,Building and using AI models responsibly,"Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/70c6d334-0e4a-4235-ad57-92004b06d7e7?source=sessions
1684188221-102,https://build.microsoft.com/en-US/sessions,"Focus on code, not infra with Azure Functions, Azure Spring Apps, Dapr","Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/90dfa6e3-9f6e-4f8d-8d3c-814b4311cc70?source=sessions
1684188221-103,https://build.microsoft.com/en-US/sessions,"Application reliability with Azure Load Testing and Chaos Studio, Q&A","Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/bb7fdd0b-e63f-4003-b429-09fc5e498cda?source=sessions
1684188221-104,https://build.microsoft.com/en-US/sessions,"Azure OpenAI + Cognitive Search: vectors, generative apps, plugins Q&A","Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/4ea50ba5-1410-4c45-9256-ba27ec10a443?source=sessions
1684188221-105,https://build.microsoft.com/en-US/sessions,"Build and Maintain your Company Copilot with Azure ML and GPT-4, Q&A","Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/aa233dcf-c3fe-4eda-9840-f1590f8ce228?source=sessions
1684188221-106,https://build.microsoft.com/en-US/sessions,Edge to Cloud with InfluxDB,"Tuesday, May 23
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/098d6828-1dfb-4fa9-b6f2-49ac7511dc16?source=sessions
1684188221-107,https://build.microsoft.com/en-US/sessions,"How we integrated WinUI 3 into File Explorer, Q&A","Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/6d3467f6-a6a9-42b9-a404-c9ed507b6066?source=sessions
1684188221-108,https://build.microsoft.com/en-US/sessions,Learn Live: GitHub administration for GitHub Advanced Security,"Tuesday, May 23
7:00 PM - 8:00 PM Eastern Daylight Time",7:00 PM - 8:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/70e5d2d6-8983-4722-a688-239979315d4b?source=sessions
1684188221-109,https://build.microsoft.com/en-US/sessions,"Microsoft Dev Box and Azure Deployment Environments, Q&A","Tuesday, May 23
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/6e729039-a509-471f-9ad9-c90ac6b25b19?source=sessions
1684188221-110,https://build.microsoft.com/en-US/sessions,Modern workforce document automation solutions by Adobe & Microsoft,"Tuesday, May 23
7:00 PM - 7:30 PM Eastern Daylight Time",7:00 PM - 7:30 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/03e2fc30-3a78-4365-96b9-bb05c506dc1f?source=sessions
1684188221-111,https://build.microsoft.com/en-US/sessions,Unblock Your Cloud Transformation with Anjuna Computing Platform,"Tuesday, May 23
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/99ac9f0b-70a2-47b2-90fa-2a91ac501234?source=sessions
1684188221-112,https://build.microsoft.com/en-US/sessions,"Build a chat bot using Azure OpenAI, Azure Cosmos DB and Blazor Server","Tuesday, May 23
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/c332df94-9f89-41b2-ae19-4562d1d93864?source=sessions
1684188221-113,https://build.microsoft.com/en-US/sessions,Build an end-to-end customer engagement app with Azure Communication,"Tuesday, May 23
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/f20a67ed-30fa-49c0-965a-11b5daaabb4b?source=sessions
1684188221-114,https://build.microsoft.com/en-US/sessions,Democratize your data estate with the latest data warehouse,"Tuesday, May 23
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/b89d8d4c-a11c-4912-b705-b2abff11c864?source=sessions
1684188221-115,https://build.microsoft.com/en-US/sessions,DevSecOps: How to simplify and integrate security in the SDLC,"Tuesday, May 23
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/1f20befe-e8b8-4250-841a-b76a1447a7d4?source=sessions
1684188221-116,https://build.microsoft.com/en-US/sessions,Creating custom experiences with Microsoft Mesh,"Tuesday, May 23
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/80ab0e72-53dd-402f-af9a-112b5d003e52?source=sessions
1684188221-117,https://build.microsoft.com/en-US/sessions,How we did it: ChatGPT for the enterprise with Aisera,"Tuesday, May 23
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/c08645c9-2867-4a2f-8c30-087cba918adc?source=sessions
1684188221-118,https://build.microsoft.com/en-US/sessions,Enable more sensitive workloads on Azure with confidential VMs and containers,"Tuesday, May 23
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/8c29491e-70b8-434a-b3d4-dcb2f1ebbd40?source=sessions
1684188221-119,https://build.microsoft.com/en-US/sessions,From idea to app in 15 minutes using Teams Toolkit and GitHub Copilot,"Tuesday, May 23
7:15 PM - 7:30 PM Eastern Daylight Time",7:15 PM - 7:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/17e0391f-9541-4141-a698-99b85bafa540?source=sessions
1684188221-120,https://build.microsoft.com/en-US/sessions,How we did it: Using AI to analyze customer experience with Commerce.AI,"Tuesday, May 23
7:15 PM - 7:30 PM Eastern Daylight Time",7:15 PM - 7:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/4ac9cd70-2ebc-4e44-ac86-163495b85cfd?source=sessions
1684188221-121,https://build.microsoft.com/en-US/sessions,Build faster with GitHub Copilot and Codespaces,"Tuesday, May 23
7:30 PM - 7:45 PM Eastern Daylight Time",7:30 PM - 7:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/3b24e238-e569-4ebb-9ea7-bcdc7ed01e19?source=sessions
1684188221-122,https://build.microsoft.com/en-US/sessions,Streamlining knowledge sources and keeping vector databases fresh,"Tuesday, May 23
7:30 PM - 7:45 PM Eastern Daylight Time",7:30 PM - 7:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/afe3cc6c-a203-4e94-8ea8-a6bbffec0847?source=sessions
1684188221-123,https://build.microsoft.com/en-US/sessions,Build apps with state-of-the-art computer vision,"Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/6192a166-2742-42c1-9d12-adbb3daa30bb?source=sessions
1684188221-124,https://build.microsoft.com/en-US/sessions,Building AI solutions with Semantic Kernel,"Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/31e11443-70d3-4020-8c8c-0a654bccd233?source=sessions
1684188221-125,https://build.microsoft.com/en-US/sessions,Integrating Azure AI and Azure Kubernetes Service to build intelligent apps,"Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/84b5c64f-6cb7-48b1-8f18-25f63405b965?source=sessions
1684188221-126,https://build.microsoft.com/en-US/sessions,Pragmatic techniques to get the most out of GitHub Copilot,"Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/7a726a0f-5433-46a4-a91d-7d427ffb5b30?source=sessions
1684188221-127,https://build.microsoft.com/en-US/sessions,Accelerate innovation with a cloud-first go-to-market strategy,"Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/f92247d4-5582-463d-88a0-cbd7b8652fec?source=sessions
1684188221-128,https://build.microsoft.com/en-US/sessions,"ASP.NET Core and Blazor futures, Q&A","Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/4cfe374e-a9a0-4a82-a9b6-890bd90df931?source=sessions
1684188221-129,https://build.microsoft.com/en-US/sessions,"Best practices for running an API stewardship program, Q&A","Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/adc2f229-e1b7-4e72-99dc-5c8c6c0139ee?source=sessions
1684188221-130,https://build.microsoft.com/en-US/sessions,Enabling Successful Confidential Computing with AMD + Azure,"Tuesday, May 23
8:15 PM - 8:45 PM Eastern Daylight Time",8:15 PM - 8:45 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/44386acf-6e7e-4be3-ae6e-2700b7d3adc8?source=sessions
1684188221-131,https://build.microsoft.com/en-US/sessions,"Introducing Fluent 2: Coherent design principles, Q&A","Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/61ab97de-c683-4302-938f-f110548ccfa3?source=sessions
1684188221-132,https://build.microsoft.com/en-US/sessions,Learn Live: Get started with AI on Microsoft Azure,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time",8:15 PM - 9:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/2daf44bd-4c37-4490-a2cf-b3cb5f9542c0?source=sessions
1684188221-133,https://build.microsoft.com/en-US/sessions,"Modernize your Win32 application for security and privacy, Q&A","Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/d2ad7043-223f-4bbe-81e7-e83abc6fa631?source=sessions
1684188221-134,https://build.microsoft.com/en-US/sessions,"Playwright, Q&A","Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/9ddbe1f1-41fe-4147-b0ad-1ff6f659a8b5?source=sessions
1684188221-135,https://build.microsoft.com/en-US/sessions,"Responsible AI: How to build models to check for fairness, Q&A","Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/02845227-460a-463d-91f2-ebe50cf9890a?source=sessions
1684188221-136,https://build.microsoft.com/en-US/sessions,Slow Starts to Stellar Results: How AI Can Improve Team Collaboration,"Tuesday, May 23
8:15 PM - 8:30 PM Eastern Daylight Time",8:15 PM - 8:30 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/6b02e56d-9107-484d-ad66-5bd9d460870d?source=sessions
1684188221-137,https://build.microsoft.com/en-US/sessions,Responsibility and safety when building AI,"Tuesday, May 23
8:15 PM - 9:00 PM Eastern Daylight Time
Limited space",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/f34ae4df-ca2f-476b-b251-29260110f32d?source=sessions
1684188221-138,https://build.microsoft.com/en-US/sessions,Analytics in the Microsoft Intelligent Data Platform DREAM lab,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/e761cb4f-eaca-4dfb-b0e4-697671eca7fa?source=sessions
1684188221-139,https://build.microsoft.com/en-US/sessions,From web services to Teams apps using Teams Toolkit v5.0,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/931a8311-5403-4462-8270-c21b2a7cd23d?source=sessions
1684188221-140,https://build.microsoft.com/en-US/sessions,Learn how to use OpenAI models (e.g. ChatGPT) using Azure OpenAI,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/a012148d-596a-4a21-8a5b-f15a17a91b8a?source=sessions
1684188221-141,https://build.microsoft.com/en-US/sessions,Progressive Web Apps for beginners,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/71d5ac39-6162-49b0-9076-5a88d5136572?source=sessions
1684188221-142,https://build.microsoft.com/en-US/sessions,Customize your Windows Terminal,"Tuesday, May 23
8:15 PM - 8:30 PM Eastern Daylight Time",8:15 PM - 8:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/3e87b049-d3c5-4d92-b601-53d868067e79?source=sessions
1684188221-143,https://build.microsoft.com/en-US/sessions,Introducing ChatGPT on Azure OpenAI Service,"Tuesday, May 23
8:15 PM - 8:30 PM Eastern Daylight Time",8:15 PM - 8:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/abb97429-e4e6-4269-bb47-77b50943d8d9?source=sessions
1684188221-144,https://build.microsoft.com/en-US/sessions,Exploring the future of AI in SQL and Spark scenarios,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/38382008-d138-4604-804b-7faad85f653a?source=sessions
1684188221-145,https://build.microsoft.com/en-US/sessions,Integrate your data with latest Data warehouse and Data Factory capabilities,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/bded6aec-aa6d-4a8d-9647-6665d1abe411?source=sessions
1684188221-146,https://build.microsoft.com/en-US/sessions,Real-time event streaming,"Tuesday, May 23
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/1cbe2f39-2d4e-4eae-8c46-ca91c7d41edd?source=sessions
1684188221-147,https://build.microsoft.com/en-US/sessions,Ten little ways you didn't know Windows can make devs more productive,"Tuesday, May 23
8:30 PM - 8:45 PM Eastern Daylight Time",8:30 PM - 8:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/67068324-d15b-47f2-bfb3-2e67525d93bd?source=sessions
1684188221-148,https://build.microsoft.com/en-US/sessions,Unleash the power of ChatGPT and Cognitive Search,"Tuesday, May 23
8:30 PM - 8:45 PM Eastern Daylight Time",8:30 PM - 8:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/5e2653b6-5e46-4a6a-b9a1-48b97744eb82?source=sessions
1684188221-149,https://build.microsoft.com/en-US/sessions,GenAI for Knowledge: transform search of unstructured data with personality,"Tuesday, May 23
8:45 PM - 9:00 PM Eastern Daylight Time",8:45 PM - 9:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/4591b469-a66a-44c3-b0e1-dbb28b2fdc9a?source=sessions
1684188221-150,https://build.microsoft.com/en-US/sessions,Shaping the future of work with AI,"Wednesday, May 24
12:00 PM - 1:30 PM Eastern Daylight Time",12:00 PM - 1:30 PM Eastern Daylight Time,Keynote,DigitalIn-Person,/en-US/sessions/8aab36d1-d27d-46dd-81ec-eb3f49cfee6a?source=sessions
1684188221-151,https://build.microsoft.com/en-US/sessions,Deep dive into .NET performance and native AOT,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/28588f70-fb54-447a-b778-7ef02c8ffdf8?source=sessions
1684188221-152,https://build.microsoft.com/en-US/sessions,"Deliver AI-powered experiences across cloud and edge, with Windows","Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/0ea15726-1273-4a7c-a71a-efc635172a3b?source=sessions
1684188221-153,https://build.microsoft.com/en-US/sessions,Developer joy with Scott Hanselman and friends,"Wednesday, May 24
2:00 PM - 2:45 PM Eastern Daylight Time",2:00 PM - 2:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/7ed9bb72-b4f4-4490-9b26-911d1ac263d1?source=sessions
