web-scraper-order,web-scraper-start-url,title,date,time,type,inPerson,link
1684188221-230,https://build.microsoft.com/en-US/sessions,"Securing organizations, pipelines, and integrations in Azure DevOps, Q&A","Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/649603cd-c704-4222-bbcf-10c14b739bf9?source=sessions
1684188221-231,https://build.microsoft.com/en-US/sessions,Separating AI hype from fact,"Wednesday, May 24
5:45 PM - 6:30 PM Eastern Daylight Time
Limited space",5:45 PM - 6:30 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/484e84d8-7051-406a-813a-19f70af798f5?source=sessions
1684188221-232,https://build.microsoft.com/en-US/sessions,Build a serverless web application end-to-end on Microsoft Azure,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/f249ceaa-aa9d-473a-891d-d0dca6cb4191?source=sessions
1684188221-233,https://build.microsoft.com/en-US/sessions,Build an intelligent app for Teams with the new AI library and Teams Toolkit,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/48a25574-4a14-4e9b-9cc1-f116adba7c33?source=sessions
1684188221-234,https://build.microsoft.com/en-US/sessions,Democratize your data estate with the latest data warehouse,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/aab57b06-0864-451c-95dd-c8132bb01513?source=sessions
1684188221-235,https://build.microsoft.com/en-US/sessions,Experience Hybrid Loop to build AI experiences on diverse hardware,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/359d7364-2c4f-4ee3-a150-cd7f39783c27?source=sessions
1684188221-236,https://build.microsoft.com/en-US/sessions,Build web apps and connect to data faster using Microsoft Power Pages,"Wednesday, May 24
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/351c36fd-cb2c-45eb-927d-66fe0c3c9515?source=sessions
1684188221-237,https://build.microsoft.com/en-US/sessions,Effortlessly troubleshoot your Azure apps with AI-powered recommendations,"Wednesday, May 24
5:45 PM - 6:00 PM Eastern Daylight Time",5:45 PM - 6:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/518e84b7-9c9a-4236-90e2-3b356f5f2f00?source=sessions
1684188221-238,https://build.microsoft.com/en-US/sessions,Deep dive into monitoring your cloud-native environment with Azure Monitor,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/620d9d56-87fa-4bba-960b-f64e633ce3ba?source=sessions
1684188221-239,https://build.microsoft.com/en-US/sessions,Help us elevate your development experience on Windows,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/4e5dc847-48fa-47ac-ad22-6c72e53cdf38?source=sessions
1684188221-240,https://build.microsoft.com/en-US/sessions,Q&A with the team behind Microsoft's new Linux Distro,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/379005cd-6a55-4511-8d43-c5ceaad34e60?source=sessions
1684188221-241,https://build.microsoft.com/en-US/sessions,Technology Vendor Integrations for B2C and B2B applications - Present and Future with Microsoft Entra External ID,"Wednesday, May 24
5:45 PM - 6:45 PM Eastern Daylight Time
Limited space",5:45 PM - 6:45 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/1cb988cd-5065-4783-81d8-73a0b7a57db5?source=sessions
1684188221-242,https://build.microsoft.com/en-US/sessions,New confidential container offerings in Microsoft Azure,"Wednesday, May 24
6:00 PM - 6:15 PM Eastern Daylight Time",6:00 PM - 6:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/81d4e6ea-3483-433e-a206-0c76a83cebb0?source=sessions
1684188221-243,https://build.microsoft.com/en-US/sessions,Power Fx and AI in Microsoft Dataverse,"Wednesday, May 24
6:00 PM - 6:15 PM Eastern Daylight Time",6:00 PM - 6:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/9b91c2e5-ed03-4897-b460-1d4333d90629?source=sessions
1684188221-244,https://build.microsoft.com/en-US/sessions,How does OpenFL Boost Your Federated Learning Project,"Wednesday, May 24
6:15 PM - 6:30 PM Eastern Daylight Time",6:15 PM - 6:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/fdeec2c0-813a-45e4-9ec8-90db0324d0fd?source=sessions
1684188221-245,https://build.microsoft.com/en-US/sessions,"Simplify Your Data Stack: Automate, Orchestrate and Integrate Data","Wednesday, May 24
6:15 PM - 6:30 PM Eastern Daylight Time",6:15 PM - 6:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/4bd4208b-b7f5-462d-8b61-ac6ac1439cce?source=sessions
1684188221-246,https://build.microsoft.com/en-US/sessions,AI innovation in the Microsoft Power Platform,"Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/f335d3e7-5f5c-45c1-922e-72b86d785297?source=sessions
1684188221-247,https://build.microsoft.com/en-US/sessions,Beyond 300M users: How to bring your Teams app to Outlook and Microsoft 365,"Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/24df6246-0f64-4e44-999c-397834c62103?source=sessions
1684188221-248,https://build.microsoft.com/en-US/sessions,From paper pushers to automation: Automate and protect your documents,"Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/c95760e1-e0c5-49a4-89cf-18d36a906931?source=sessions
1684188221-249,https://build.microsoft.com/en-US/sessions,Modernizing your applications with containers and serverless​,"Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/ab8ea16d-ddc4-4a94-b751-39904a8213c4?source=sessions
1684188221-250,https://build.microsoft.com/en-US/sessions,Seamlessly integrate security throughout your code to cloud workflow,"Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/ec7b2135-c777-4432-94b9-9e1ca918f3cb?source=sessions
1684188221-251,https://build.microsoft.com/en-US/sessions,"AI made easier: How the ONNX Runtime and Olive toolchain will help you, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/47fe414f-97b8-4b71-ae9e-be9602713667?source=sessions
1684188221-252,https://build.microsoft.com/en-US/sessions,"All about data analytics, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/1b03f355-d931-4a39-9b1c-dddfe643db36?source=sessions
1684188221-253,https://build.microsoft.com/en-US/sessions,Best practices on managing GPUs in Azure with Run:ai,"Wednesday, May 24
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/bd330577-333a-4c86-b59f-25c742968eac?source=sessions
1684188221-254,https://build.microsoft.com/en-US/sessions,"Building computer vision applications, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/1068ca99-652d-4504-8235-cb7247891f75?source=sessions
1684188221-255,https://build.microsoft.com/en-US/sessions,"Development with accessibility in mind, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/8bc457a3-6229-4873-b000-7fb349441671?source=sessions
1684188221-256,https://build.microsoft.com/en-US/sessions,"How good team culture is making Windows better for developers, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/9fda2e1d-eff2-47fa-a0b9-c19160d20c3f?source=sessions
1684188221-257,https://build.microsoft.com/en-US/sessions,How Secure is your Application and Infrastructure Code?,"Wednesday, May 24
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/5352fe3b-c298-4ad3-9655-6e113c519fab?source=sessions
1684188221-258,https://build.microsoft.com/en-US/sessions,"Kickstart your modernization journey with the reliable web app pattern, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/7d64fe67-44f9-4a57-ad0c-7ad256d5abc7?source=sessions
1684188221-259,https://build.microsoft.com/en-US/sessions,Learn Live: Get started with custom connectors in Power Automate,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time",7:00 PM - 8:00 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/73efff57-deb7-499f-bef8-544deac10ae1?source=sessions
1684188221-260,https://build.microsoft.com/en-US/sessions,"Microsoft Power Platform and code-first development, Q&A","Wednesday, May 24
7:00 PM - 7:45 PM Eastern Daylight Time",7:00 PM - 7:45 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/68546af1-a932-4837-833f-c1e72dfdd0b5?source=sessions
1684188221-261,https://build.microsoft.com/en-US/sessions,Build foundation models using Azure Container for PyTorch and Azure ML,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/02e6fc1a-be20-4a7f-a905-35b54f310f40?source=sessions
1684188221-262,https://build.microsoft.com/en-US/sessions,Experience Hybrid Loop to build AI experiences on diverse hardware,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/b4d8d65c-8b9f-4110-9c0e-99b61e056d4b?source=sessions
1684188221-263,https://build.microsoft.com/en-US/sessions,Learn how to build a modern data stack in an hour,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/b1e960ac-e00b-486b-af92-a75a952e192c?source=sessions
1684188221-264,https://build.microsoft.com/en-US/sessions,Skill up with Microsoft Power Platform and GitHub,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/bebf7ffc-8ed8-4df5-99ad-56e450ca1cc4?source=sessions
1684188221-265,https://build.microsoft.com/en-US/sessions,Enlighten your Windows apps with user presence and engagement signals,"Wednesday, May 24
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/70742861-1033-424b-87d3-3f5f439bdd28?source=sessions
1684188221-266,https://build.microsoft.com/en-US/sessions,Prioritize your most critical security findings with Microsoft Defender for DevOps,"Wednesday, May 24
7:00 PM - 7:15 PM Eastern Daylight Time",7:00 PM - 7:15 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/f62e22f4-8140-4122-91c6-c11e2f44bec4?source=sessions
1684188221-267,https://build.microsoft.com/en-US/sessions,Everything you want us to know about Azure AI services,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/7ec71a41-939e-4967-8a8c-9bb7276a5335?source=sessions
1684188221-268,https://build.microsoft.com/en-US/sessions,Kubernetes usage and management outside of Azure,"Wednesday, May 24
7:00 PM - 8:00 PM Eastern Daylight Time
Limited space",7:00 PM - 8:00 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/eda3e1ec-d206-4bf3-b6cc-89c221b984d2?source=sessions
1684188221-269,https://build.microsoft.com/en-US/sessions,Get your app ready to stream with MSIX,"Wednesday, May 24
7:15 PM - 7:30 PM Eastern Daylight Time",7:15 PM - 7:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/1fe83d55-b379-4df9-aeae-18b281240175?source=sessions
1684188221-270,https://build.microsoft.com/en-US/sessions,Implementing GitHub Advanced Security for Azure DevOps,"Wednesday, May 24
7:15 PM - 7:30 PM Eastern Daylight Time",7:15 PM - 7:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/10907cb6-f838-481f-9256-37d3f43c1f5b?source=sessions
1684188221-271,https://build.microsoft.com/en-US/sessions,Hands on Azure Chaos Studio,"Wednesday, May 24
7:30 PM - 7:45 PM Eastern Daylight Time",7:30 PM - 7:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/e854f31b-8853-48cc-9e5e-0b09dd45e4eb?source=sessions
1684188221-272,https://build.microsoft.com/en-US/sessions,Hybrid AI demo,"Wednesday, May 24
7:30 PM - 7:45 PM Eastern Daylight Time",7:30 PM - 7:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/1ec99c2c-c8ee-4181-a8f4-3a04ce62a28b?source=sessions
1684188221-273,https://build.microsoft.com/en-US/sessions,Advanced developer tips and tricks in Visual Studio,"Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/5ee143d2-5336-4e2f-b345-7daf606e7629?source=sessions
1684188221-274,https://build.microsoft.com/en-US/sessions,Full stack scale with the Microsoft Power Platform,"Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/7dbe8e74-8768-4355-9a34-52a76fcc0178?source=sessions
1684188221-275,https://build.microsoft.com/en-US/sessions,Learn how to build the best Arm apps for Windows,"Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/4c00afb9-e345-489c-bf7f-bfd6ecfde455?source=sessions
1684188221-276,https://build.microsoft.com/en-US/sessions,Qualcomm® AI Stack for developers and extension to Hybrid AI,"Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/1fd4ff94-0b55-4c9c-863c-cd9b6c850304?source=sessions
1684188221-277,https://build.microsoft.com/en-US/sessions,"Automated cloud application testing with Microsoft Azure and Playwright, Q&A","Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/bc24991f-f037-4bdf-9e60-e34987b07c8b?source=sessions
1684188221-278,https://build.microsoft.com/en-US/sessions,"Building translation & language skills in your application, Q&A","Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/f91ffed0-2b49-4a07-ba73-63e5dab2d16b?source=sessions
1684188221-279,https://build.microsoft.com/en-US/sessions,"Data-driven app and web development with Microsoft Power Platform, Q&A","Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/9e7e290b-0118-4a0d-9faa-2008443c8e08?source=sessions
1684188221-280,https://build.microsoft.com/en-US/sessions,Learn in depth: What’s new with improved performance for all developers on Windows,"Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/55327bc8-6d99-40c5-8923-ab78c3d24c06?source=sessions
1684188221-281,https://build.microsoft.com/en-US/sessions,Learn Live: Migrate SQL workloads to Azure Managed Instances,"Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time",8:15 PM - 9:15 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/9e4175d4-7549-4bff-b48d-864e9f5441da?source=sessions
1684188221-282,https://build.microsoft.com/en-US/sessions,"Modernizing with containers and serverless, Q&A","Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/c4f97c43-9546-4fa4-a27d-f3ae598fafeb?source=sessions
1684188221-283,https://build.microsoft.com/en-US/sessions,"New Azure Monitor capabilities monitoring cloud-native environments, Q&A","Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,In-Person,/en-US/sessions/b3956234-2b67-49d2-8af6-4b24cf3ebe84?source=sessions
1684188221-284,https://build.microsoft.com/en-US/sessions,"Practical deep dive into machine learning techniques and MLOps, Q&A","Wednesday, May 24
8:15 PM - 9:00 PM Eastern Daylight Time",8:15 PM - 9:00 PM Eastern Daylight Time,Discussion,DigitalIn-Person,/en-US/sessions/bfd9d8a7-962b-45f2-96f7-4d2dea15d195?source=sessions
1684188221-285,https://build.microsoft.com/en-US/sessions,Using Cyber Data to Financially Quantify Cyber Risk Decisions,"Wednesday, May 24
8:15 PM - 8:30 PM Eastern Daylight Time",8:15 PM - 8:30 PM Eastern Daylight Time,Discussion,Digital,/en-US/sessions/2056bedc-79a9-41bf-b476-a5325b014798?source=sessions
1684188221-286,https://build.microsoft.com/en-US/sessions,Analytics in the Microsoft Intelligent Data Platform DREAM lab,"Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/180c875c-3821-4d23-96a9-9d3275768e67?source=sessions
1684188221-287,https://build.microsoft.com/en-US/sessions,Build an intelligent app for Teams with the new AI library and Teams Toolkit,"Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/feb547f4-5787-4005-8fb2-f909c089ac46?source=sessions
1684188221-288,https://build.microsoft.com/en-US/sessions,"Build flexible, intelligent apps with OSS on Microsoft Azure and GitHub Copilot","Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/56135bef-5435-4680-9bd7-224243dac195?source=sessions
1684188221-289,https://build.microsoft.com/en-US/sessions,Learn how to use OpenAI models (e.g. ChatGPT) using Azure OpenAI,"Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Lab,In-Person,/en-US/sessions/585043ee-3d94-4422-87e7-6625fb3acd34?source=sessions
1684188221-290,https://build.microsoft.com/en-US/sessions,Catalog in Microsoft Power Platform for pro developers,"Wednesday, May 24
8:15 PM - 8:30 PM Eastern Daylight Time",8:15 PM - 8:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/978734ba-b8df-461a-9745-89e9deffaa13?source=sessions
1684188221-291,https://build.microsoft.com/en-US/sessions,"Further, faster with Azure Functions and Azure SQL integration","Wednesday, May 24
8:15 PM - 8:30 PM Eastern Daylight Time",8:15 PM - 8:30 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/6ffba46b-2059-4447-a4cb-9b0fd8d5d44c?source=sessions
1684188221-292,https://build.microsoft.com/en-US/sessions,Everything you want us to know about Azure Cognitive Search,"Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/aa9a857e-9e19-4a6b-a144-d73019f72ef4?source=sessions
1684188221-293,https://build.microsoft.com/en-US/sessions,"Synapse Data Engineering, Data Science & OpenAI Roundtable","Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/5b6b2f31-3022-42e4-8e30-ca25d885fb4c?source=sessions
1684188221-294,https://build.microsoft.com/en-US/sessions,What's new in Container Networking,"Wednesday, May 24
8:15 PM - 9:15 PM Eastern Daylight Time
Limited space",8:15 PM - 9:15 PM Eastern Daylight Time,Product Roundtable,Digital,/en-US/sessions/0c3671a9-ed01-4c46-9947-c060c1273356?source=sessions
1684188221-295,https://build.microsoft.com/en-US/sessions,Codespaces to Azure in minutes with the Azure Developer CLI,"Wednesday, May 24
8:30 PM - 8:45 PM Eastern Daylight Time",8:30 PM - 8:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/f71571ba-8dcc-4707-bc9f-f0c66b388bec?source=sessions
1684188221-296,https://build.microsoft.com/en-US/sessions,Protect your data from tampering with ledger on Azure SQL,"Wednesday, May 24
8:30 PM - 8:45 PM Eastern Daylight Time",8:30 PM - 8:45 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/5dd06b6d-afcc-4954-b51a-377246fb24ac?source=sessions
1684188221-297,https://build.microsoft.com/en-US/sessions,Harness the Power of AMD's Hardware Acceleration (FPGA) on Azure NP Series,"Wednesday, May 24
8:45 PM - 9:00 PM Eastern Daylight Time",8:45 PM - 9:00 PM Eastern Daylight Time,Demo,In-Person,/en-US/sessions/a6200eb9-5ed7-4b9c-b8b3-8f7316582ad1?source=sessions
1684188221-298,https://build.microsoft.com/en-US/sessions,Build secure applications with External Identities in Microsoft Entra,"Thursday, May 25
12:30 PM - 1:15 PM Eastern Daylight Time",12:30 PM - 1:15 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/c24ddb1d-14b7-4b95-b9c4-aef097793702?source=sessions
1684188221-299,https://build.microsoft.com/en-US/sessions,Develop from anywhere with Visual Studio Code,"Thursday, May 25
12:30 PM - 1:15 PM Eastern Daylight Time",12:30 PM - 1:15 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/2e207744-0768-404a-aa91-daa71a73dd38?source=sessions
1684188221-300,https://build.microsoft.com/en-US/sessions,"Increase developer velocity with Azure SQL Database, from data to API","Thursday, May 25
12:30 PM - 1:15 PM Eastern Daylight Time",12:30 PM - 1:15 PM Eastern Daylight Time,Breakout,DigitalIn-Person,/en-US/sessions/a6bf2750-7af3-4e72-ba5c-6c68554f4311?source=sessions
1684188221-301,https://build.microsoft.com/en-US/sessions,Transform Teams apps into multiplayer with Live Share,"Thursday, May 25
12:30 PM - 1:15 PM Eastern Daylight Time",12:30 PM - 1:15 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/67d4a607-f4a1-460c-93d7-c80d94e965c8?source=sessions
1684188221-302,https://build.microsoft.com/en-US/sessions,All things client and mobile app development with .NET MAUI,"Thursday, May 25
1:45 PM - 2:30 PM Eastern Daylight Time",1:45 PM - 2:30 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/52f77215-c8fa-49eb-844b-46ad4b006987?source=sessions
1684188221-303,https://build.microsoft.com/en-US/sessions,Build end-to-end AI solutions using new Azure AI products and features,"Thursday, May 25
1:45 PM - 2:30 PM Eastern Daylight Time",1:45 PM - 2:30 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/ca52a708-0662-40cf-9dd0-0259003b2414?source=sessions
1684188221-304,https://build.microsoft.com/en-US/sessions,Expanding your reach with Windows: How developers can win new users,"Thursday, May 25
1:45 PM - 2:30 PM Eastern Daylight Time",1:45 PM - 2:30 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/dfd9a6be-4282-46d5-a10a-f86d85eab4a4?source=sessions
1684188221-305,https://build.microsoft.com/en-US/sessions,Modernize .NET and Java web apps in Azure App Service,"Thursday, May 25
1:45 PM - 2:30 PM Eastern Daylight Time",1:45 PM - 2:30 PM Eastern Daylight Time,Breakout,In-Person,/en-US/sessions/58f92fab-3298-444d-b215-6b93219cd5d7?source=sessions
1684188221-306,https://build.microsoft.com/en-US/sessions,Scott and Mark Learn to Code,"Thursday, May 25
3:00 PM - 4:00 PM Eastern Daylight Time",3:00 PM - 4:00 PM Eastern Daylight Time,Keynote,In-Person,/en-US/sessions/e9568a77-7cf7-451e-a14b-a347313b2494?source=sessions
